station_name,name,latitude,longitude,category,distance
York St / Wellington St W (1) ,Fresh West Grill,43.646734,-79.38301,restaurant,63
York St / Wellington St W (1) ,Lettieri Expresso Bar,43.646734,-79.38301,bar,44
York St / Wellington St W (1) ,First Asset Funds,43.646734,-79.38301,bank,17
York St / Wellington St W (1) ,HSBC of Canada,43.646734,-79.38301,bank,28
Jane St / Yewtree Blvd,CIBC,43.75531728502427,-79.51704708227844,bank,21
Elizabeth St / Edward St (Bus Terminal),Asahi,43.656026,-79.385327,restaurant,40
Elizabeth St / Edward St (Bus Terminal),Brown Donkatsu,43.656026,-79.385327,restaurant,47
Widmer St / King St W,Mix Bistro Restaurant and Bar at the Hyatt Regency,43.6463574,-79.391206,restaurant,30
Widmer St / King St W,Pigeon Café & Bar,43.6463574,-79.391206,restaurant,34
Widmer St / King St W,King Street Social Kitchen & Bar - Hyatt Regency Toronto,43.6463574,-79.391206,restaurant,40
Widmer St / King St W,00 Gelato,43.6463574,-79.391206,restaurant,46
Widmer St / King St W,Hyatt Regency Toronto,43.6463574,-79.391206,bar,44
Widmer St / King St W,King Street Social Kitchen and Bar,43.6463574,-79.391206,bar,41
Widmer St / King St W,Mix Bistro Bar,43.6463574,-79.391206,bar,45
Widmer St / King St W,Studio Event Theatre - SET,43.6463574,-79.391206,bar,24
Widmer St / King St W,Canadian Bar & Grill,43.6463574,-79.391206,bar,22
Widmer St / King St W,Mix Bistro Restaurant and Bar at the Hyatt Regency,43.6463574,-79.391206,bar,30
Widmer St / King St W,Pigeon Café & Bar,43.6463574,-79.391206,bar,34
Widmer St / King St W,King Street Social Kitchen & Bar - Hyatt Regency Toronto,43.6463574,-79.391206,bar,40
Widmer St / King St W,Barre 3,43.6463574,-79.391206,bar,32
Yonge St / Wood St,The Bistro - Courtyard by Marriott Toronto Downtown,43.6622222,-79.3825,restaurant,37
Yonge St / Wood St,The Bistro,43.6622222,-79.3825,restaurant,49
Lascelles Blvd / Eglinton Ave W,Boom Breakfast & Co,43.70547,-79.40355,restaurant,35
Lascelles Blvd / Eglinton Ave W,Boom Breakfast & Co,43.70547,-79.40355,bar,35
91 Via Italia,Petilia Barber Shop,43.67665014253828,-79.44503029755326,bar,39
Wellesley St E / Parliament St,Pizza Pizza,43.6682342,-79.3702641,restaurant,45
Wellesley St E / Parliament St,Pizza Pizza,43.6682342,-79.3702641,bar,45
Glebe Rd W / Yonge St,Tabule Restaurant,43.7005976,-79.397345,restaurant,47
Glebe Rd W / Yonge St,Sushi Supreme,43.7005976,-79.397345,restaurant,45
Glebe Rd W / Yonge St,Sushi Zone,43.7005976,-79.397345,restaurant,60
Glebe Rd W / Yonge St,Tabule Restaurant,43.7005976,-79.397345,bar,47
Glebe Rd W / Yonge St,Sushi Supreme,43.7005976,-79.397345,bar,45
Glebe Rd W / Yonge St,Sushi Zone,43.7005976,-79.397345,bar,60
Eglinton Ave W / Henning Ave SMART,King Jamaican Food,43.7063473,-79.40161,restaurant,36
Eglinton Ave W / Henning Ave SMART,Barry a Smith,43.7063473,-79.40161,bar,27
Eglinton Ave W / Henning Ave SMART,Catalano Donald J Barrister Solicitor,43.7063473,-79.40161,bar,30
Eglinton Ave W / Henning Ave SMART,Dr. Weiss Barbara ND,43.7063473,-79.40161,bar,37
Eglinton Ave W / Henning Ave SMART,Wiri Kapurura Barrister & Solicitor,43.7063473,-79.40161,bar,31
Lake Shore Blvd W / Twenty Fourth St,Snack Shack,43.597082,-79.522768,restaurant,27
Lake Shore Blvd W / Twenty Fourth St,M & M Food Market,43.597082,-79.522768,restaurant,29
Lake Shore Blvd W / Twenty Fourth St,Lazeez Shawarma,43.597082,-79.522768,restaurant,31
Lake Shore Blvd W / Twenty Fourth St,Long Branch Fish & Chips,43.597082,-79.522768,restaurant,32
Lake Shore Blvd W / Twenty Fourth St,Chris's Market & Cafe,43.597082,-79.522768,restaurant,34
Lake Shore Blvd W / Twenty Fourth St,Mai Mai Restaurant,43.597082,-79.522768,restaurant,45
Lake Shore Blvd W / Twenty Fourth St,Kapraty,43.597082,-79.522768,restaurant,49
Lake Shore Blvd W / Twenty Fourth St,7-Eleven,43.597082,-79.522768,bar,23
Lake Shore Blvd W / Twenty Fourth St,Long Branch Fish & Chips,43.597082,-79.522768,bar,32
Lake Shore Blvd W / Twenty Fourth St,Scotiabank,43.597082,-79.522768,bank,42
Lake Shore Blvd W / Twenty Fourth St,CIBC,43.597082,-79.522768,bank,29
Yonge St / Merton St ,Bull & Firkin,43.6962750705313,-79.39629396191867,bar,40
Erskine Ave / Yonge St SMART,Douce France,43.7112153,-79.39894,restaurant,35
Erskine Ave / Yonge St SMART,Good Bite Restaurant,43.7112153,-79.39894,restaurant,32
Erskine Ave / Yonge St SMART,Starbucks,43.7112153,-79.39894,bar,36
Erskine Ave / Yonge St SMART,Douce France,43.7112153,-79.39894,bar,35
Erskine Ave / Yonge St SMART,Anna's Barber Shop,43.7112153,-79.39894,bar,25
Erskine Ave / Yonge St SMART,The Men’s Chair Barber,43.7112153,-79.39894,bar,36
Erskine Ave / Yonge St SMART,TD Bank Financial Group,43.7112153,-79.39894,bank,14
Erskine Ave / Yonge St SMART,TD Canada Trust ATM,43.7112153,-79.39894,bank,16
Erskine Ave / Yonge St SMART,TD Canada Trust Branch and ATM,43.7112153,-79.39894,bank,16
Soho St / Queen St W,Jetsun's Juicyburger,43.649649714291584,-79.39372141352654,restaurant,35
Soho St / Queen St W,Soluna,43.649649714291584,-79.39372141352654,restaurant,126
Soho St / Queen St W,Black Bull Hotel & Tavern,43.649649714291584,-79.39372141352654,bar,40
Church St / Bloor St E,Pi Co,43.671389,-79.382919,restaurant,18
Church St / Bloor St E,Scotiabank,43.671389,-79.382919,bank,13
University Ave / Gerrard St W - SMART(South),Jimmy the Greek,43.65748153286412,-79.38921396018827,restaurant,35
Liberty St / Fraser Ave Green P,SCHOOL Restaurant,43.637981,-79.424146,restaurant,26
Liberty St / Fraser Ave Green P,SCHOOL Restaurant,43.637981,-79.424146,bar,26
Beverley St / College St,Spk Canada,43.6575,-79.39527777777778,bar,45
George St / King St E,Le Petit Dejeuner,43.6509552,-79.3707,restaurant,42
George St / King St E,Le Petit Dejeuner,43.6509552,-79.3707,bar,42
George St / King St E,Gabby's Eatery & Taps,43.6509552,-79.3707,bar,15
George St / King St E,Gabby's Restaurant Group,43.6509552,-79.3707,bar,42
George St / King St E,Alex Barbier Gym,43.6509552,-79.3707,bar,18
George St / King St E,Kings Lounge Bar,43.6509552,-79.3707,bar,33
Duncan St / Adelaide St W - SMART,Pai,43.64813057569729,-79.38858106137695,restaurant,37
Duncan St / Adelaide St W - SMART,Grace O'Malley's,43.64813057569729,-79.38858106137695,bar,49
Duncan St / Adelaide St W - SMART,The Porch,43.64813057569729,-79.38858106137695,bar,42
Duncan St / Adelaide St W - SMART,Pai,43.64813057569729,-79.38858106137695,bar,37
Duncan St / Adelaide St W - SMART,Buffalo Bills Bar and Grill to,43.64813057569729,-79.38858106137695,bar,48
Duncan St / Adelaide St W - SMART,Rock N Horse Saloon,43.64813057569729,-79.38858106137695,bar,40
Duncan St / Adelaide St W - SMART,Dublin Calling,43.64813057569729,-79.38858106137695,bar,35
Duncan St / Adelaide St W - SMART,EuroPubClub - EPC,43.64813057569729,-79.38858106137695,bar,46
Duncan St / Adelaide St W - SMART,The Vegas Bar,43.64813057569729,-79.38858106137695,bar,26
Duncan St / Adelaide St W - SMART,Bar 244,43.64813057569729,-79.38858106137695,bar,35
Duncan St / Adelaide St W - SMART,Strathy & Associates Barr & Solctr,43.64813057569729,-79.38858106137695,bar,27
College St / Huron St,Tenshi Teriyaki,43.658148,-79.398167,restaurant,17
College St / Huron St,Spirit Bird Bakery,43.658148,-79.398167,restaurant,35
Bathurst St / Dundas St W,Bailey's cafe,43.6518918789007,-79.40577861712723,restaurant,41
Bathurst St / Dundas St W,McDonald's,43.6518918789007,-79.40577861712723,restaurant,44
Bathurst St / Dundas St W,Bathurst Local,43.6518918789007,-79.40577861712723,bar,45
Bartlett Parkette,En Ville,43.6702236,-79.4360232,restaurant,32
Bartlett Parkette,Geary Market,43.6702236,-79.4360232,restaurant,36
Bartlett Parkette,Blood Brothers Brewing,43.6702236,-79.4360232,bar,32
Bartlett Parkette,En Ville,43.6702236,-79.4360232,bar,32
Bartlett Parkette,Geary Market,43.6702236,-79.4360232,bar,36
Bartlett Parkette,Bartlett Parkette,43.6702236,-79.4360232,bar,41
Queen St W / Cowan Ave,Gallery 1313,43.64089724173822,-79.43283582518329,bar,46
Sumach St  / Queen St E,Savoury Grounds,43.656638,-79.358749,bar,26
Front St E / Bayview Avenue,Souk Tabule,43.6535,-79.354068,restaurant,40
Front St E / Bayview Avenue,Sukhothai,43.6535,-79.354068,restaurant,47
Front St E / Bayview Avenue,The Aviary,43.6535,-79.354068,bar,44
Front St E / Bayview Avenue,Souk Tabule,43.6535,-79.354068,bar,40
Front St E / Bayview Avenue,Longslice Brewery,43.6535,-79.354068,bar,33
Front St E / Bayview Avenue,Sukhothai,43.6535,-79.354068,bar,47
St Clair Ave W / Bathurst St.,Pizza Del Arte,43.683296,-79.418734,restaurant,26
St Clair Ave W / Bathurst St.,Subway,43.683296,-79.418734,restaurant,46
St Clair Ave W / Bathurst St.,Menchies,43.683296,-79.418734,bar,21
St Clair Ave W / Bathurst St.,Pizza Del Arte,43.683296,-79.418734,bar,26
St Clair Ave W / Bathurst St.,Subway,43.683296,-79.418734,bar,46
St Clair Ave W / Bathurst St.,Bari's Fine Food,43.683296,-79.418734,bar,22
St Clair Ave W / Bathurst St.,Bari Delicatessen Ltd,43.683296,-79.418734,bar,22
St Clair Ave W / Bathurst St.,Steven Vano Barrister and Solicitor,43.683296,-79.418734,bar,43
St Clair Ave W / Bathurst St.,TD Bank Financial Group,43.683296,-79.418734,bank,7
St Clair Ave W / Bathurst St.,Localcoin Bitcoin ATM - INS Market,43.683296,-79.418734,bank,46
St Clair Ave W / Bathurst St.,TD Canada Trust ATM,43.683296,-79.418734,bank,9
St Clair Ave W / Bathurst St.,TD Canada Trust Branch and ATM,43.683296,-79.418734,bank,17
Carlaw Ave / Danforth Ave,Pizzeria Libretto,43.678285,-79.347346,restaurant,41
Carlaw Ave / Danforth Ave,St. Louis Bar & Grill,43.678285,-79.347346,bar,20
Carlaw Ave / Danforth Ave,Tapps Restaurant & Bar,43.678285,-79.347346,bar,27
Carlaw Ave / Danforth Ave,Gencor Espresso Wine Bar,43.678285,-79.347346,bar,39
Carlaw Ave / Danforth Ave,Pizzeria Libretto,43.678285,-79.347346,bar,41
Carlaw Ave / Danforth Ave,Rivals Sports Pub,43.678285,-79.347346,bar,24
Carlaw Ave / Danforth Ave,IQ Living,43.678285,-79.347346,bar,41
Carlaw Ave / Danforth Ave,Marvel Coffee Co,43.678285,-79.347346,bar,39
Carlaw Ave / Danforth Ave,CIBC,43.678285,-79.347346,bank,9
Gould St / Yonge St (TMU),Five Guys Burgers & Fries,43.657424,-79.381019,restaurant,35
Gould St / Yonge St (TMU),Banh Mi Boys,43.657424,-79.381019,restaurant,44
Gould St / Yonge St (TMU),Banh Mi Boys,43.657424,-79.381019,bar,44
Gould St / Yonge St (TMU),Silver Snail Comics,43.657424,-79.381019,bar,41
Gould St / Yonge St (TMU),Five Guys Burgers & Fries,43.657424,-79.381019,bar,35
Gould St / Yonge St (TMU),Black Canary Espresso Bar,43.657424,-79.381019,bar,35
Simcoe St / Queen St W,Hot Dog Cart at Adelaide & York,43.65049,-79.3873,restaurant,21
Simcoe St / Queen St W,M & M Food Market,43.65049,-79.3873,restaurant,28
Simcoe St / Queen St W,ARA Japanese Restaurant,43.65049,-79.3873,restaurant,48
Simcoe St / Queen St W,Hakata Shoryuken Ramen,43.65049,-79.3873,restaurant,48
Simcoe St / Queen St W,CIBC,43.65049,-79.3873,bank,18
Simcoe St / Queen St W,BMO Bank of Montreal,43.65049,-79.3873,bank,28
Dundas St W / Roncesvalles Ave Green P -SMART,Ali Baba's Middle Eastern Cuisine,43.6534268,-79.4512787,restaurant,33
Dundas St W / Roncesvalles Ave Green P -SMART,Ali Baba's Middle Eastern Cuisine,43.6534268,-79.4512787,bar,33
Dundas St W / Roncesvalles Ave Green P -SMART,Gloria Espresso Bar & Cafe,43.6534268,-79.4512787,bar,48
Dundas St W / Roncesvalles Ave Green P -SMART,Baraca Halal Variety,43.6534268,-79.4512787,bar,28
457 King St W,Patria,43.6452091,-79.3960744,restaurant,48
457 King St W,SPiN Toronto,43.6452091,-79.3960744,bar,44
457 King St W,2nd Floor Events,43.6452091,-79.3960744,bar,44
457 King St W,SOMA chocolatemaker,43.6452091,-79.3960744,bar,26
457 King St W,Patria,43.6452091,-79.3960744,bar,48
457 King St W,Fine Wine Reserve,43.6452091,-79.3960744,bar,65
Danforth Ave / Coxwell Ave,Sunset Grill,43.683378,-79.322961,restaurant,31
Danforth Ave / Coxwell Ave,TKO's the Sports Pub,43.683378,-79.322961,bar,24
Danforth Ave / Coxwell Ave,Sunset Grill,43.683378,-79.322961,bar,31
Danforth Ave / Coxwell Ave,Mofer Coffee,43.683378,-79.322961,bar,20
Danforth Ave / Coxwell Ave,A&W Restaurant,43.683378,-79.322961,bar,36
Danforth Ave / Coxwell Ave,Reilly Mary Patricia Barr,43.683378,-79.322961,bar,44
Danforth Ave / Coxwell Ave,Alterna Bank,43.683378,-79.322961,bank,8
Danforth Ave / Coxwell Ave,Alterna Savings,43.683378,-79.322961,bank,8
Danforth Ave / Coxwell Ave,CIBC,43.683378,-79.322961,bank,38
Bloor St W / Brock Ave,Island Oysters,43.6589882,-79.438715,restaurant,41
Bloor St W / Brock Ave,Rainbow Restaurant & Bar,43.6589882,-79.438715,bar,46
Bay St / Dundas St W,Aroma Espresso Bar,43.655350778457056,-79.38345966759798,restaurant,26
Bay St / Dundas St W,Aroma Espresso Bar,43.655350778457056,-79.38345966759798,bar,26
Bay St / Dundas St W,Foundation Bar,43.655350778457056,-79.38345966759798,bar,46
Bay St / Dundas St W,RBC Royal Bank,43.655350778457056,-79.38345966759798,bank,47
